Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Statement 5.2-Individual consumption expenditure by households and general government,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19033ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter5/S5.2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 5.3-Financial assets and liabilities of the household sector,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19034ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter5/S5.3.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 6.0-SOA - Rest of the world,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19035ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter6/S6.0.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 6.1-Detailed external transactions accounts,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19036ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter6/S6.1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 6.2-Selected aggregates of external transactions at constant (2011-12) prices,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19037ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter6/S6.2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.1-Output, value added, CE, OS/MI, by industry",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19038ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.1 A-Output, value added, CE, OS/MI, by industry - Public Sector",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19039ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.1A.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.1 B-Output, value added, CE, OS/MI, by industry-Private Corporations",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19040ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.1B.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.1 C-Output, value added, CE, OS/MI, by industry-Households",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19041ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.1C.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.2-GCF, GFCF, CIS, CFC, by industry",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19042ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.2 A-GCF, GFCF, CIS, CFC, by industry - Public Sector",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19043ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.2A.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.2 B-GCF, GFCF, CIS, CFC, by industry - Private Corporations",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19044ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.2B.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.2 C-GCF, GFCF, CIS, CFC, by industry - Households",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19045ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.2C.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.3-GFCF by type of asset, by industry",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19046ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.3.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.3 A-GFCF by type of asset, by industry - Public Sector",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19047ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.3A.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.3 B-GFCF by type of asset, by industry - Private Corporations",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19048ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.3B.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 7.3 C-GFCF by type of asset, by industry - Households",NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19049ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.3C.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 7.4-Net Capital Stock by industry,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19050ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.4.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 7.4 A-Net Capital Stock by industry - Public Sector,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19051ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.4A.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 7.4 B-Net Capital Stock by industry - Private corporations,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19052ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.4B.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 7.4 C-Net Capital Stock by industry - Households,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19053ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter7/S7.4C.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.1.1-Output & Value Added from crop sector,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19054ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter8/S8.1.1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.1.2-Crop-wise value of output,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19055ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter8/S8.1.2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.2-Output & Value Added from livestock,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19056ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter8/S8.2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.3-Output & Value Added from forestry & logging,NAS,National Accounts Statistics,All India,Annual,2017-18,31 Jan 2019,NASAFY19057ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2019/Chapter8/S8.3.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
