Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Statement 8.3-Output & Value Added from forestry & logging,NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24045ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.3.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.4-Output & Value Added from fishing & aquaculture,NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24046ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.4.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.5-Output & Value Added from mining & quarrying,NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24047ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.5.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.6.1 Part I: Output from Manufacturing in Corporate Sector,NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24048ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.6.1-1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.6.1 Part II: Value Added from Manufacturing in Corporate Sector,NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24049ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.6.1-2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.6.2 Part-I-Output from manufacturing in Household Sector,NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24050ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.6.2-1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.6.2 Part II: Value Added from Manufacturing in Household Sector,NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24051ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.6.2-2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 8.7-Output & Value Added from electricity, gas, water supply & other utility services",NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24052ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.7.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.8-Output & Value Added from construction,NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24053ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.8.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 8.9-Outputs and Value Added from trade, repair services, hotels & restaurants",NAS,National Accounts Statistics,All India,Annual,2022-23,06 May 2024,NASAFY24054ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2024/Chapter8/8.9.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
