Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Statement 8.1.1-Output & Value Added from crop sector,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18054ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.1.1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.1.2-Crop-wise value of output,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18055ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.1.2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.2-Output & Value Added from livestock,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18056ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.3-Output & Value Added from forestry & logging,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18057ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.3.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.4-Output & Value Added from fishing & aquaculture,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18058ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.4.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.5-Output & Value Added from mining & quarrying,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18059ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.5.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.6.1 Part I: Output from Manufacturing in Corporate Sector,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18060ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.6.1-1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.6.1 Part II: Value Added from Manufacturing in Corporate Sector,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18061ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.6.1-2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.6.2 Part-I-Output from manufacturing in Household Sector,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18062ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.6.2-1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.6.2 Part II: Value Added from Manufacturing in Household Sector,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18063ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.6.2-2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 8.7-Output & Value Added from electricity, gas, water supply & other utility services",NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18064ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.7.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 8.8-Output & Value Added from construction,NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18065ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.8.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
"Statement 8.9-Outputs and Value Added from trade, repair services, hotels & restaurants",NAS,National Accounts Statistics,All India,Annual,2016-17,31 Jan 2018,NASAFY18066ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2018/Chapter8/S8.9.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
