Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Statement 1.10-Gross Capital Formation by industry of use,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20012ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter1/S1.10.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 1.11-Gross Fixed Capital Formation by asset & institutional sector at current and constant prices,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20013ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter1/S1.11.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 1.12-Private Final Consumption Expenditure at current and constant prices,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20014ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter1/S1.12.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 1.13-FISIM by uses - Intermediate Consumption and Expenditure at current prices,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20015ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter1/S1.13.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 1.14-Institutional Sectoral Accounts-Key Economic Indicators at current prices,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20016ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter1/S1.14.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 1.15-Sequence of Accounts for Total Economy,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20017ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter1/S1.15.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 2.0-SOA - Non-financial corporations,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20018ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter2/S2.0.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 2.1-SOA - Public non-financial corporations,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20019ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter2/S2.1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 2.1A-SOA - Public non-financial corporations - DE,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20020ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter2/S2.1A.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 2.1B-SOA - Public non-financial corporations - NDE,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20021ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter2/S2.1B.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 2.2-SOA - Private non-financial corporations,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20022ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter2/S2.2.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 3.0-SOA - Financial corporations,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20023ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter3/S3.0.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
Statement 3.1-SOA - Public Financial Corporations,NAS,National Accounts Statistics,All India,Annual,2018-19,31 Jan 2020,NASAFY20024ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/NAS/NAS2020/Chapter3/S3.1.xlsx,"National Accounts Division, MoSPI","National Accounts Statistics (NAS) publication of Ministry of Statistics and Programme Implementation contains time series information on various macro-economic aggregates including GDP, GVA, PFCE, GFCE, GCF etc. Besides, Sequence of Accounts for Institutional Sectors are also published in NAS publication."
