Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Net State Value Added by economic activity at current prices for 2011-12 to 2021-22 - Maharashtra,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2024,SDPAFY24078ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Maharashtra_NSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2021-22- Manipur,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2024,SDPAFY24079ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Manipur_GSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at current prices for 2011-12 to 2021-22 - Manipur,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2024,SDPAFY24080ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Manipur_GSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2021-22 - Manipur,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2024,SDPAFY24081ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Manipur_NSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at current prices for 2011-12 to 2021-22 - Manipur,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2024,SDPAFY24082ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Manipur_NSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2023-24- Meghalaya,NAS,National Accounts Statistics,"All India, States",Annual,2023-24,15 Mar 2024,SDPAFY24083ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Meghalaya_GSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at current prices for 2011-12 to 2023-24 - Meghalaya,NAS,National Accounts Statistics,"All India, States",Annual,2023-24,15 Mar 2024,SDPAFY24084ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Meghalaya_GSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2023-24 - Meghalaya,NAS,National Accounts Statistics,"All India, States",Annual,2023-24,15 Mar 2024,SDPAFY24085ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Meghalaya_NSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at current prices for 2011-12 to 2023-24 - Meghalaya,NAS,National Accounts Statistics,"All India, States",Annual,2023-24,15 Mar 2024,SDPAFY24086ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Meghalaya_NSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2021-22- Mizoram,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2024,SDPAFY24087ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2015.03.2024/Mizoram_GSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
