Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Net State Value Added by economic activity at constant (2011-12) pricesfor 2011-12 to 2022-23 - Andhra Pradesh,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,15 Mar 2023,SDPAFY2307ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/Andhra_PradeshNSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Andhra Pradesh,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,15 Mar 2023,SDPAFY2308ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/Andhra_PradeshNSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2021-22- Arunachal Pradesh,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2023,SDPAFY2209ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/Arunachal_PradeshGSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at current prices for 2011-12 to 2021-22 - Arunachal Pradesh,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2023,SDPAFY2210ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/Arunachal_PradeshGSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2021-22 - Arunachal Pradesh,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2023,SDPAFY2211ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/Arunachal_PradeshNSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at current prices for 2011-12 to 2021-22 - Arunachal Pradesh,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,15 Mar 2023,SDPAFY2212ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/Arunachal_PradeshNSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2022-23- Assam,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,15 Mar 2023,SDPAFY2313ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/AssamGSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Assam,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,15 Mar 2023,SDPAFY2314ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/AssamGSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2022-23 - Assam,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,15 Mar 2023,SDPAFY2315ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/AssamNSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Assam,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,15 Mar 2023,SDPAFY2316ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/AssamNSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
