Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Net State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Chhatisgarh,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23166ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Chhatisgarh_NSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2022-23- Delhi,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23167ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Delhi_GSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Delhi,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23168ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Delhi_GSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2022-23 - Delhi,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23169ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Delhi_NSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Delhi,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23170ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Delhi_NSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2021-22- Goa,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,01 Aug 2023,SDPAFY22171ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Goa_GSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at current prices for 2011-12 to 2021-22 - Goa,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,01 Aug 2023,SDPAFY22172ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Goa_GSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2021-22 - Goa,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,01 Aug 2023,SDPAFY22173ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Goa_NSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at current prices for 2011-12 to 2021-22 - Goa,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,01 Aug 2023,SDPAFY22174ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Goa_NSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2021-22- Gujarat,NAS,National Accounts Statistics,"All India, States",Annual,2021-22,01 Aug 2023,SDPAFY22175ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Gujarat_GSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
