Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Gross State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Uttar Pradesh,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23266ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Uttar%20Pradesh_GSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2022-23 - Uttar Pradesh,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23267ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Uttar%20Pradesh_NSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Uttar Pradesh,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23268ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Uttar%20Pradesh_NSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2022-23- Uttarakhand,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23269ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Uttarakhand_GSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Uttarakhand,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23270ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Uttarakhand_GSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2022-23 - Uttarakhand,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23271ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Uttarakhand_NSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at current prices for 2011-12 to 2022-23 - Uttarakhand,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23272ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/Uttarakhand_NSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2022-23- West Bengal,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23273ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/West%20Bengal_GSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Gross State Value Added by economic activity at current prices for 2011-12 to 2022-23 - West Bengal,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23274ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/West%20Bengal_GSVA_cur.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
Net State Value Added by economic activity at constant (2011-12) prices for 2011-12 to 2022-23- West Bengal,NAS,National Accounts Statistics,"All India, States",Annual,2022-23,01 Aug 2023,SDPAFY23275ANN,https://esankhyiki.mospi.gov.in/datacatalogue/NASdata/SDP/SDP-as%20on%2001.08.2023/West%20Bengal_NSVA_const.xlsx,"National Accounts Division, MoSPI","Estimates of State Domestic Product are prepared by Directorate of Economics & Statistics of the respective State Government in consultation with National Accounts Division, National Statistical Office (NSO), MoSPI and made available to NSO for uploading on Ministry’s website"
