Title,Product,Category,Geography,Frequency,Reference Period,Release Date,Table No,Download URL,Data Source,Description
Percentage distribution of workers in usual status (ps+ss) by broad status in employment for each industry of work,PLFS,Labour Statistics,All India,Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19013ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_20.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. Status in employment: The workers are classified into three broad categories accord¬ing to their status in employment. These broad categories are: (i) self-employed, (ii) regular wage/salaried employee and (iii) casual labour. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Table (21): Percentage distribution of persons by usual status (ps+ss) for each general educational level rural male age group:15-29 years,PLFS,Labour Statistics,All India,Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19014ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_21.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Labour Force Participation Rate (LFPR) (in per cent) according to usual status (ps+ss) for persons of age 15 years and above of different general education level for each State/UT,PLFS,Labour Statistics,"All India, States, UT",Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19015ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_22.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. Labour Force Participation Rates (LFPR) according to usual status (ps+ss): LFPR is defined as the percentage of persons in labour force in the population. Persons who were either working (or employed) or ‘seeking or available for work’ (or unemployed) during the reference period of last 365 days preceding the date of survey, together constituted the labour force in usual status (ps+ss). Labour Force Participation Rate (LFPR): = (no.of employed persons+no.of unemployed persons)/(total population)×100. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Worker Population Ratio (WPR) (in per cent) according to usual status (ps+ss) for persons of age 15 years and above of different general education level for each State/UT,PLFS,Labour Statistics,"All India, States, UT",Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19016ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_23.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. Worker Population Ratio (WPR) according to usual status (ps+ss): WPR is defined as the percentage of employed persons in the population. Persons who, during the reference period, were engaged in any economic activity or who, despite their attachment to economic activity, temporarily abstained from work for reasons of illness, injury or other physical disability, bad weather, festivals, social or religious functions or other contingencies constituted workers. The workers in the usual status (ps+ss) are obtained by considering the usual principal status (ps) and the subsidiary status (ss) together. The workers in the usual status (ps+ss) include (a) the persons who worked for a relatively long part of the 365 days preceding the date of survey and (b) the persons from among the remaining population who had worked at least for 30 days during the reference period of 365 days preceding the date of survey. Worker population ratio (WPR) = (no.of employed persons)/(total population)×100. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Unemployment Rate (UR) (in per cent) according to usual status (ps+ss) for persons of age 15 years and above of different general education level for each State/UT,PLFS,Labour Statistics,"All India, States, UT",Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19017ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_24.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. Unemployment Rate (UR) according to usual status (ps+ss): UR is defined as the percentage of persons unemployed among the persons in the labour force. Persons who, owing to lack of work, had not worked but either sought work through employment exchanges, intermediaries, friends or relatives or by making applications to prospective employers or expressed their willingness or availability for work under the prevailing conditions of work and remuneration, were considered as those ‘seeking or available for work’ (or unemployed). The number of persons unemployed for a relatively long period during a reference period of 365 days is defined as unemployed in the usual principal status or in usual status (ps). However, some of the unemployed on the basis of this criterion might be working in a subsidiary capacity. Therefore, the persons who are neither employed in PS nor employed in SS but available for work (seeking or not) are defined as unemployed in usual status (ps+ss). Unemployment Rate (UR): = (no.of unemployed persons)/(no.of employed persons+no.of unemployed persons)×100 . ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of workers in usual status (ps+ss) by occupation group / subdivision / division as per National Classification of Occupation (NCO 2004),PLFS,Labour Statistics,All India,Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19018ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_25.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of usually working persons (ps+ss) by industry of work,PLFS,Labour Statistics,All India,Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19019ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_26.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of usually working persons (ps+ss) by industry of work (industry sections of NIC 2008) for each State / UT,PLFS,Labour Statistics,"All India, States, UT",Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19020ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_27.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey."
Percentage distribution of persons by usual status (ps+ss) for each decile class of usual monthly per capita consumer expenditure (UMPCE),PLFS,Labour Statistics,All India,Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19021ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_28.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey. UMPCE - Usual Monthly Per capita Consumer Expenditure"
Labour Force Participation Rate (LFPR) (in per cent) according to usual status (ps+ss) for each decile class of UMPCE for each State / UT,PLFS,Labour Statistics,"All India, States, UT",Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19022ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_29.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. Labour Force Participation Rates (LFPR) according to usual status (ps+ss): LFPR is defined as the percentage of persons in labour force in the population. Persons who were either working (or employed) or ‘seeking or available for work’ (or unemployed) during the reference period of last 365 days preceding the date of survey, together constituted the labour force in usual status (ps+ss). Labour Force Participation Rate (LFPR): = (no.of employed persons+no.of unemployed persons)/(total population)×100. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey. UMPCE - Usual Monthly Per capita Consumer Expenditure"
Worker Population Ratio (WPR) (in per cent) according to usual status (ps+ss) for each decile class of UMPCE for each State/UT,PLFS,Labour Statistics,"All India, States, UT",Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19024ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_30.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. Worker Population Ratio (WPR) according to usual status (ps+ss): WPR is defined as the percentage of employed persons in the population. Persons who, during the reference period, were engaged in any economic activity or who, despite their attachment to economic activity, temporarily abstained from work for reasons of illness, injury or other physical disability, bad weather, festivals, social or religious functions or other contingencies constituted workers. The workers in the usual status (ps+ss) are obtained by considering the usual principal status (ps) and the subsidiary status (ss) together. The workers in the usual status (ps+ss) include (a) the persons who worked for a relatively long part of the 365 days preceding the date of survey and (b) the persons from among the remaining population who had worked at least for 30 days during the reference period of 365 days preceding the date of survey. Worker population ratio (WPR) = (no.of employed persons)/(total population)×100. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey. UMPCE - Usual Monthly Per capita Consumer Expenditure"
Unemployment Rate (UR) (in per cent) according to usual status (ps+ss) for each decile class of UMPCE for each State/UT,PLFS,Labour Statistics,"All India, States, UT",Annual,July 2018- June 2019,01 Jul 2021,PLFAAY19025ANN,https://esankhyiki.mospi.gov.in/datacatalogue/PLFS/2018-19/Table_31.xlsx,"Survey Design and Research Division, NSSO, MoSPI","The Periodic Labour Force Surveys have been conducted by the National Sample Survey Office (NSSO), Ministry of Statistics and Programme Implementation, since 2017. Worker Population Ratio (WPR) according to usual status (ps+ss): WPR is defined as the percentage of employed persons in the population. Persons who, during the reference period, were engaged in any economic activity or who, despite their attachment to economic activity, temporarily abstained from work for reasons of illness, injury or other physical disability, bad weather, festivals, social or religious functions or other contingencies constituted workers. The workers in the usual status (ps+ss) are obtained by considering the usual principal status (ps) and the subsidiary status (ss) together. The workers in the usual status (ps+ss) include (a) the persons who worked for a relatively long part of the 365 days preceding the date of survey and (b) the persons from among the remaining population who had worked at least for 30 days during the reference period of 365 days preceding the date of survey. Unemployment Rate (UR): = (no.of unemployed persons)/(no.of employed persons+no.of unemployed persons)×100. ps(Principal activity status) of a person refers to the activity status on which a person spent relatively long time (major time criterion) during 365 days preceding the date of survey. ss (Subsidiary economic activity status) of a person refers to the the activity status in which a person in addition to his/her usual principal status, performs some economic activity for 30 days or more for the reference period of 365 days preceding the date of survey. UMPCE - Usual Monthly Per capita Consumer Expenditure."
